Titre original,Note press,Notes spectateur,id allocine,Box office,date,duree_minutes,Nombre_de_critiques_presse,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs,mois_sortie,annee_sortie,titre_normalise,nom_du_realisateur
Gone,1.9,2.6,190351,10727070.0,2012-05-23,95.0,12.0,1302.0,229.0,5.0,2012.0,gone,"De
Heitor Dhalia"
The Man with the Iron Fists,2.6,2.3,186373,15210000.0,2013-01-02,96.0,16.0,1684.0,257.0,1.0,2013.0,themanwiththeironfists,"De
 RZA"
Arbitrage,3.2,2.7,187453,7547000.0,2012-12-12,106.0,13.0,1042.0,174.0,12.0,2012.0,arbitrage,"De
Nicholas Jarecki"
Contraband,2.6,3.1,188159,65743000.0,2012-05-16,111.0,15.0,2803.0,311.0,5.0,2012.0,contraband,"De
Baltasar Kormákur"
Brake,,2.5,202744,,2012-12-03,92.0,,205.0,41.0,12.0,2012.0,brake,"De
Gabe Torres"
Step Up Revolution,2.4,3.7,187274,33709000.0,2012-08-08,94.0,5.0,3381.0,409.0,8.0,2012.0,stepuprevolution,"De
Scott Speer"
The Factory,,2.5,132114,,2013-05-29,104.0,,437.0,85.0,5.0,2013.0,thefactory,"De
Morgan O'Neill"
Rampart,3.4,2.3,180578,4588.0,2013-07-03,107.0,14.0,476.0,89.0,7.0,2013.0,rampart,"De
Oren Moverman"
Aftershock,,1.7,188078,,2013-11-27,89.0,,350.0,71.0,11.0,2013.0,aftershock,"De
Nicolas Lopez"
Compliance,3.3,2.8,206720,23194.0,2012-09-26,90.0,24.0,865.0,193.0,9.0,2012.0,compliance,"De
Craig Zobel"
Werewolf: The Beast Among Us,,2.1,210527,,2013-02-01,93.0,,106.0,26.0,2.0,2013.0,werewolfthebeastamongus,"De
Louis Morneau"
The Expatriate,,2.8,187942,,2012-09-26,100.0,,606.0,71.0,9.0,2012.0,theexpatriate,"De
Philipp Stölzl"
The ABCs of Death,,2.4,198754,,2013-12-04,123.0,,267.0,50.0,12.0,2013.0,theabcsofdeath,"De
Bruno Forzani,
Hélène Cattet,
Kaare Andrews"
Freelancers,,2.0,192207,,2015-01-01,96.0,,410.0,60.0,1.0,2015.0,freelancers,"De
Jessy Terrero"
Chernobyl Diaries,1.5,2.0,203597,16942685.0,2012-07-11,86.0,6.0,1835.0,415.0,7.0,2012.0,chernobyldiaries,"De
Bradley Parker"
The We and The I,3.8,3.2,179165,104004.0,2012-09-12,103.0,25.0,1428.0,181.0,9.0,2012.0,theweandthei,"De
Michel Gondry"
Stolen,1.4,2.1,189091,114699.0,2013-07-24,96.0,5.0,1201.0,196.0,7.0,2013.0,stolen,"De
Simon West"
Love and Honor,,2.5,187819,,2016-06-06,95.0,,236.0,10.0,6.0,2016.0,loveandhonor,"De
Danny Mooney"
Nazis at the Center of the Earth,,1.2,204742,,2013-08-06,89.0,,104.0,44.0,8.0,2013.0,nazisatthecenteroftheearth,"De
Joseph J. Lawson"
Get the Gringo,,3.0,105104,,2012-10-16,92.0,,1060.0,141.0,10.0,2012.0,getthegringo,"De
Adrian Grunberg"
Bad Ass,,2.5,201108,,2012-07-04,90.0,,518.0,72.0,7.0,2012.0,badass,"De
Craig Moss"
Hit and Run,1.8,2.4,203004,12503750.0,2012-08-29,100.0,12.0,1090.0,189.0,8.0,2012.0,hitandrun,"De
Dax Shepard,
David Palmer (XVI)"
Alex Cross,1.3,1.8,191866,25215000.0,2012-12-19,101.0,8.0,1145.0,207.0,12.0,2012.0,alexcross,"De
Rob Cohen"
USS Seaviper,,1.8,208906,,2012-12-27,102.0,,29.0,10.0,12.0,2012.0,ussseaviper,"De
Ralph A. Villani"
A Perfect Ending,,3.8,215912,,2013-07-01,106.0,,79.0,13.0,7.0,2013.0,aperfectending,"De
Nicole Conn"
Universal Soldier : Day Of Reckoning,,2.0,181877,,2013-01-23,114.0,,415.0,108.0,1.0,2013.0,universalsoldierdayofreckoning,"De
John Hyams"
Bachelorette,2.2,1.9,193422,172871.0,2012-10-17,86.0,20.0,1686.0,225.0,10.0,2012.0,bachelorette,"De
Leslye Headland"
The Lords of Salem,,2.1,185969,642942.0,2013-05-15,101.0,,681.0,137.0,5.0,2013.0,thelordsofsalem,"De
Rob Zombie"
Fire with Fire,,2.2,194875,,2013-07-03,97.0,,771.0,106.0,7.0,2013.0,firewithfire,"De
David Barett"
Byzantium,,3.2,193906,,2014-01-02,118.0,,608.0,66.0,1.0,2014.0,byzantium,"De
Neil Jordan"
Emperor,,3.3,199126,2028581.0,2014-04-11,105.0,,179.0,33.0,4.0,2014.0,emperor,"De
Peter Webber"
Being Flynn,3.0,3.3,180692,2654.0,2012-09-05,106.0,2.0,420.0,59.0,9.0,2012.0,beingflynn,"De
Paul Weitz"
Apartment 1303 3D,,1.1,224095,,2013-10-15,85.0,,140.0,31.0,10.0,2013.0,apartment13033d,"De
Michele Taverna"
Deadfall,,2.6,119517,,2013-03-05,95.0,,706.0,103.0,3.0,2013.0,deadfall,"De
Stefan Ruzowitzky"
Robot and Frank,3.4,3.7,195967,26446.0,2012-09-19,85.0,22.0,725.0,104.0,9.0,2012.0,robotandfrank,"De
Jake Schreier"
Diary of a Wimpy Kid: Dog Days,,2.6,197104,46742100.0,2012-10-24,94.0,,221.0,19.0,10.0,2012.0,diaryofawimpykiddogdays,"De
David Bowers"
Here Comes the Boom,,3.5,181409,42352250.0,2013-06-05,105.0,,484.0,65.0,6.0,2013.0,herecomestheboom,"De
Frank Coraci"
Abraham Lincoln vs. Zombies,,1.3,206292,,2012-12-13,96.0,,172.0,38.0,12.0,2012.0,abrahamlincolnvszombies,"De
Richard Schenkman"
Big Miracle,1.8,3.3,146328,18903580.0,2012-04-18,107.0,4.0,287.0,33.0,4.0,2012.0,bigmiracle,"De
Ken Kwapis"
Home Alone: The Holiday Heist,,1.7,224266,,2021-01-28,90.0,,39.0,5.0,1.0,2021.0,homealonetheholidayheist,"De
Peter Hewitt"
Hope Springs,2.1,2.9,185999,62154383.0,2012-10-10,100.0,14.0,904.0,147.0,10.0,2012.0,hopesprings,"De
David Frankel"
American Mary,,3.3,214750,,2015-03-03,81.0,,152.0,35.0,3.0,2015.0,americanmary,"De
Jen Soska,
Sylvia Soska"
The Stranger Within,,1.6,203412,,2015-01-01,,,59.0,17.0,1.0,2015.0,thestrangerwithin,"De
Adam Neutzsky-Wulff"
Grave Encounters 2,,2.1,212275,,2018-02-20,108.0,,437.0,76.0,2.0,2018.0,graveencounters2,"De
John Poliquin"
Starship Troopers: Invasion,,2.9,198479,,2012-10-10,81.0,,345.0,64.0,10.0,2012.0,starshiptroopersinvasion,"De
Shinji Aramaki"
American Warship,,1.3,200991,,2012-10-16,131.0,,97.0,32.0,10.0,2012.0,americanwarship,"De
Thunder Levin"
Vehicle 19,,1.9,193250,,2013-11-20,85.0,,389.0,64.0,11.0,2013.0,vehicle19,"De
Mukunda Michael Dewil"
Random Acts of Violence,2.4,2.1,213478,1751.0,2013-01-23,86.0,9.0,63.0,16.0,1.0,2013.0,randomactsofviolence,"De
Ashley Cahill"
Liberal Arts,,3.5,192183,,2015-02-03,101.0,,244.0,22.0,2.0,2015.0,liberalarts,"De
Josh Radnor"
John Dies at the End,,3.2,134361,,2014-07-09,99.0,,228.0,29.0,7.0,2014.0,johndiesattheend,"De
Don Coscarelli"
No One Lives,,2.5,194885,,2017-10-04,86.0,,460.0,92.0,10.0,2017.0,noonelives,"De
Ryûhei Kitamura"
Hemingway & Gellhorn,,3.1,196385,,2013-10-02,154.0,,146.0,24.0,10.0,2013.0,hemingwaygellhorn,"De
Philip Kaufman"
Wanderlust,2.0,1.9,192221,16744125.0,2012-05-30,99.0,10.0,805.0,88.0,5.0,2012.0,wanderlust,"De
David Wain"
The Battery,,3.3,219923,,2023-10-16,100.0,,201.0,32.0,10.0,2023.0,thebattery,"De
Jeremy Gardner"
Mafia,,1.7,214594,,2014-04-15,92.0,,36.0,5.0,4.0,2014.0,mafia,"De
Ryan Combs"
Paranormal Activity 4,2.4,1.9,198903,53504598.0,2012-10-31,95.0,10.0,3312.0,571.0,10.0,2012.0,paranormalactivity4,"De
Henry Joost,
Ariel Schulman"
Dark Tide,,1.7,172434,,2018-12-15,102.0,,159.0,21.0,12.0,2018.0,darktide,"De
John Stockwell"
The Baytown Outlaws,,3.3,193916,,2013-04-03,98.0,,433.0,59.0,4.0,2013.0,thebaytownoutlaws,"De
Barry Battles"
Five Dances,2.6,3.8,221375,832.0,2013-06-19,83.0,7.0,96.0,16.0,6.0,2013.0,fivedances,"De
Alan Brown"
Collision Course,,1.8,221802,,2013-10-31,98.0,,38.0,8.0,10.0,2013.0,collisioncourse,"De
Fred Olen Ray"
Stash House,,2.0,206401,,2013-03-05,99.0,,78.0,19.0,3.0,2013.0,stashhouse,"De
Eduardo Rodriguez"
The Guilt Trip,,2.2,189981,34464057.0,2019-04-01,96.0,,226.0,25.0,4.0,2019.0,theguilttrip,"De
Anne Fletcher"
Seal Team Six: The Raid On Osama Bin Laden,,2.5,198958,,2013-04-03,90.0,,152.0,26.0,4.0,2013.0,sealteamsixtheraidonosamabinladen,"De
John Stockwell"
Keep the Lights On,3.5,3.4,200341,13267.0,2012-08-22,101.0,14.0,311.0,45.0,8.0,2012.0,keepthelightson,"De
Ira Sachs"
Jersey Shore Shark Attack,,1.2,126258,,2014-04-22,87.0,,69.0,14.0,4.0,2014.0,jerseyshoresharkattack,"De
John Shepphird"
I Want Your Love,2.6,2.3,213723,2911.0,2013-05-01,71.0,8.0,155.0,20.0,5.0,2013.0,iwantyourlove,"De
Travis Mathews"
Sushi Girl,,2.5,196195,,2013-10-01,98.0,,98.0,21.0,10.0,2013.0,sushigirl,"De
Kern Saxton"
Seven Below,,1.4,195862,,2014-01-02,92.0,,123.0,27.0,1.0,2014.0,sevenbelow,"De
Kevin Carraway"
Welcome to the Punch,,2.7,193086,,2013-08-01,99.0,,576.0,71.0,8.0,2013.0,welcometothepunch,"De
Eran Creevy"
2-Headed Shark Attack,,1.1,200870,,2020-06-17,88.0,,207.0,57.0,6.0,2020.0,2headedsharkattack,"De
Christopher Ray"
Air Collision,,1.5,211625,,2014-02-04,92.0,,39.0,13.0,2.0,2014.0,aircollision,"De
Liz Adams"
A Late Quartet,2.9,3.4,189440,33175.0,2013-07-10,105.0,15.0,219.0,42.0,7.0,2013.0,alatequartet,"De
Yaron Zilberman"
Columbus Circle,,2.0,148360,,2017-07-19,,,202.0,30.0,7.0,2017.0,columbuscircle,"De
George Gallo"
Much Ado About Nothing,3.2,3.5,198853,2997000.0,2014-01-29,109.0,14.0,227.0,56.0,1.0,2014.0,muchadoaboutnothing,"De
Joss Whedon"
Friends With Kids,2.2,2.4,186783,6324949.0,2012-08-01,106.0,12.0,742.0,110.0,8.0,2012.0,friendswithkids,"De
Jennifer Westfeldt"
Girl Most Likely,2.7,2.7,196755,736000.0,2013-08-07,103.0,17.0,561.0,101.0,8.0,2013.0,girlmostlikely,"De
Shari Springer Berman,
Robert Pulcini"
Death Race: Inferno,,2.1,200837,,2013-03-26,100.0,,382.0,54.0,3.0,2013.0,deathraceinferno,"De
Roel Reiné"
The Scorpion King 3: Battle for Redemption,,1.5,189160,,2012-02-28,105.0,,188.0,30.0,2.0,2012.0,thescorpionking3battleforredemption,"De
Roel Reiné"
True Bloodthirst,,1.9,213404,,2018-08-08,89.0,,106.0,24.0,8.0,2018.0,truebloodthirst,"De
Todor Chapkanov"
Joyful Noise,,2.7,186328,28964458.0,2012-09-19,118.0,,52.0,7.0,9.0,2012.0,joyfulnoise,"De
Todd Graff"
Sparkle,,3.7,197378,23374162.0,2015-01-01,116.0,,127.0,10.0,1.0,2015.0,sparkle,"De
Salim Akil"
A Resurrection,,1.6,219348,,2014-01-14,86.0,,80.0,18.0,1.0,2014.0,aresurrection,"De
Matt Orlando"
Cirque du Soleil: Worlds Away,,4.0,203790,10858000.0,2013-03-21,105.0,,105.0,24.0,3.0,2013.0,cirquedusoleilworldsaway,"De
Andrew Adamson"
The Philly Kid,,2.7,206040,,2012-10-18,95.0,,67.0,13.0,10.0,2012.0,thephillykid,"De
Jason Connery"
The Barrens,,1.6,211767,,2013-02-11,94.0,,237.0,70.0,2.0,2013.0,thebarrens,"De
Darren Lynn Bousman"
Extracted,,3.4,218529,,2013-03-01,85.0,,403.0,66.0,3.0,2013.0,extracted,"De
Nir Paniry"
El Gringo,,2.0,206308,,2013-02-13,94.0,,186.0,46.0,2.0,2013.0,elgringo,"De
Eduardo Rodriguez"
Hijacked,,1.7,208931,,2012-12-05,90.0,,56.0,15.0,12.0,2012.0,hijacked,"De
Brandon Nutt"
Smashed,,3.2,200349,,2015-01-01,85.0,,192.0,28.0,1.0,2015.0,smashed,"De
James Ponsoldt"
Transit,,2.7,201348,,2012-01-03,84.0,,175.0,39.0,1.0,2012.0,transit,"De
Antonio Negret"
Cabin Fever: Patient Zero,,1.7,199043,,2014-07-07,95.0,,219.0,49.0,7.0,2014.0,cabinfeverpatientzero,"De
Kaare Andrews"
Arcadia,2.9,3.0,202927,350.0,2014-01-01,91.0,7.0,20.0,5.0,1.0,2014.0,arcadia,"De
Olivia Silver"
Maximum Conviction,,2.2,203604,,2013-04-10,94.0,,84.0,12.0,4.0,2013.0,maximumconviction,"De
Keoni Waxman"
Fortress,,1.5,202754,,2012-07-03,100.0,,67.0,27.0,7.0,2012.0,fortress,"De
Mike Phillips"
Under the Bed,,1.5,215189,,2013-06-19,87.0,,113.0,31.0,6.0,2013.0,underthebed,"De
Steven C. Miller"
Saints and Soldiers: Airborne Creed,,2.2,201274,,2013-04-24,94.0,,154.0,26.0,4.0,2013.0,saintsandsoldiersairbornecreed,"De
Ryan Little"
Super Cyclone,,1.6,211055,,2013-11-06,85.0,,23.0,9.0,11.0,2013.0,supercyclone,"De
Liz Adams"
The 12 Disasters of Christmas,,1.5,220700,,2014-06-17,86.0,,58.0,12.0,6.0,2014.0,the12disastersofchristmas,"De
Steven R. Monroe"
Parental Guidance,,2.2,197155,74357000.0,2013-03-13,100.0,,176.0,20.0,3.0,2013.0,parentalguidance,"De
Andy Fickman"
Won't Back Down,,3.5,199297,4483670.0,2017-01-12,121.0,,69.0,11.0,1.0,2017.0,wontbackdown,"De
Daniel Barnz"
Soldiers of Fortune,,1.7,183386,,2012-10-18,95.0,,210.0,50.0,10.0,2012.0,soldiersoffortune,"De
Maxim Korostyshevsky"
Radio Rebel,,2.9,213829,,2013-03-05,89.0,,189.0,14.0,3.0,2013.0,radiorebel,"De
Peter Howitt"
Vamps,,2.1,179154,,2013-03-27,92.0,,129.0,20.0,3.0,2013.0,vamps,"De
Amy Heckerling"
Frenemies (TV),,2.6,206147,,2020-03-24,95.0,,74.0,6.0,3.0,2020.0,frenemiestv,"De
Daisy Von Scherler Mayer"
Mass Effect: Paragon Lost,,2.8,211911,,2013-03-27,84.0,,91.0,16.0,3.0,2013.0,masseffectparagonlost,"De
Atsushi Takeuchi"
Battlefield America,,2.9,202810,,2012-12-13,106.0,,54.0,8.0,12.0,2012.0,battlefieldamerica,"De
Chris Stokes"
Grimm's Snow White,,1.7,206683,,2012-08-01,90.0,,66.0,21.0,8.0,2012.0,grimmssnowwhite,"De
Rachel Goldenberg"
Stranded,,1.2,218528,,2018-12-14,84.0,,129.0,37.0,12.0,2018.0,stranded,"De
Roger Christian"
"For A Good Time, Call...",,2.6,200616,,2013-09-03,83.0,,145.0,18.0,9.0,2013.0,foragoodtimecall,"De
Jamie Travis"
Ghoul,,1.6,215707,,2014-10-21,80.0,,41.0,15.0,10.0,2014.0,ghoul,"De
Gregory Wilson"
Clash of the Empires,,1.4,214231,,2014-06-24,87.0,,21.0,8.0,6.0,2014.0,clashoftheempires,"De
Joseph J. Lawson"
Celeste and Jesse Forever,,3.4,145365,,2015-09-16,91.0,,142.0,10.0,9.0,2015.0,celesteandjesseforever,"De
Lee Toland Krieger"
Lola Versus,3.3,2.4,193417,214.0,2012-11-28,87.0,3.0,185.0,18.0,11.0,2012.0,lolaversus,"De
Daryl Wein"
Lay the Favorite,1.7,1.8,175041,27169.0,2012-08-08,93.0,18.0,576.0,83.0,8.0,2012.0,laythefavorite,"De
Stephen Frears"
Justice League: Doom,,4.0,208389,,2012-07-04,74.0,,224.0,19.0,7.0,2012.0,justiceleaguedoom,"De
Lauren Montgomery"
Barbie: The Princess & The Popstar,,3.5,209795,,2012-11-02,76.0,,106.0,5.0,11.0,2012.0,barbietheprincessthepopstar,"De
Ezekiel Norton"
Electrick Children,2.6,3.8,201435,6143.0,2013-06-26,93.0,13.0,122.0,17.0,6.0,2013.0,electrickchildren,"De
Rebecca Thomas (V)"
Alien Dawn,,1.0,212036,,2013-06-04,86.0,,96.0,35.0,6.0,2013.0,aliendawn,"De
Neil Johnson"
Cloned: The Recreator Chronicles,,1.9,193853,,2019-03-13,87.0,,51.0,11.0,3.0,2019.0,clonedtherecreatorchronicles,"De
Gregory Orr"
Attack of the 50 foot Cheerleader,,1.5,234293,,2019-04-01,83.0,,39.0,5.0,4.0,2019.0,attackofthe50footcheerleader,"De
Kevin O'Neill"
Playback,,1.6,185576,,2014-04-08,98.0,,98.0,19.0,4.0,2014.0,playback,"De
Michael A. Nickles"
So Undercover,,2.6,187454,,2013-07-03,94.0,,351.0,27.0,7.0,2013.0,soundercover,"De
Tom Vaughan"
Five Hours South,,1.8,217670,,2013-02-19,98.0,,39.0,5.0,2.0,2013.0,fivehourssouth,"De
Mark Bacci"
Bigfoot (TV),,1.4,211488,,2023-04-19,89.0,,23.0,11.0,4.0,2023.0,bigfoottv,"De
Bruce Davison"
Girl Vs. Monster,,2.3,224338,,2020-03-24,89.0,,51.0,9.0,3.0,2020.0,girlvsmonster,"De
Stuart Gillard"
Fun Size,,2.1,182257,8793000.0,2013-04-10,86.0,,189.0,20.0,4.0,2013.0,funsize,"De
Josh Schwartz"
People Like Us,,3.5,185116,11162000.0,2020-07-29,115.0,,202.0,27.0,7.0,2020.0,peoplelikeus,"De
Alex Kurtzman"
Piranhaconda,,1.2,206673,,2013-10-22,86.0,,88.0,24.0,10.0,2013.0,piranhaconda,"De
Jim Wynorski"
Una Noche,3.4,3.4,201830,4736.0,2013-11-27,90.0,12.0,83.0,14.0,11.0,2013.0,unanoche,"De
Lucy Mulloy"
Aquí y allá,3.6,3.1,206627,3137.0,2013-02-13,110.0,18.0,53.0,8.0,2.0,2013.0,aquíyallá,"De
Antonio Méndez Esparza"
30 Beats,1.9,2.7,201443,1647.0,2012-03-21,88.0,15.0,41.0,10.0,3.0,2012.0,30beats,"De
Alexis Lloyd"
Rise of the Zombies,,1.5,217133,,2013-09-17,87.0,,121.0,34.0,9.0,2013.0,riseofthezombies,"De
Nick Lyon"
Tomorrow You're Gone,,1.6,217717,,2013-03-27,92.0,,56.0,13.0,3.0,2013.0,tomorrowyouregone,"De
David Jacobson"
American Horror House,,1.1,222270,,2017-06-08,83.0,,49.0,14.0,6.0,2017.0,americanhorrorhouse,"De
Darin Scott"
Tooth Fairy 2,,1.8,202771,,2021-02-10,85.0,,42.0,8.0,2.0,2021.0,toothfairy2,"De
Alex Zamm"
Dragon Age - Dawn of the Seeker,,2.0,213767,,2012-12-05,94.0,,69.0,12.0,12.0,2012.0,dragonagedawnoftheseeker,"De
Fumihiko Sori"
Struck by Lightning,2.6,3.3,188838,6031.0,2013-06-19,83.0,9.0,292.0,43.0,6.0,2013.0,struckbylightning,"De
Brian Dannelly"
Supernatural Activity,,1.0,211789,,2013-04-03,96.0,,98.0,23.0,4.0,2013.0,supernaturalactivity,"De
Derek Lee Nixon"
Dragon Eyes,,1.7,193660,,2012-07-18,91.0,,131.0,25.0,7.0,2012.0,dragoneyes,"De
John Hyams"
The Swan Princess Christmas,,1.8,214184,,2012-12-05,90.0,,20.0,6.0,12.0,2012.0,theswanprincesschristmas,"De
Richard Rich"
For Ellen,2.5,2.3,177501,4260.0,2012-09-19,93.0,15.0,92.0,23.0,9.0,2012.0,forellen,"De
So Yong Kim"
Zombie Massacre,,1.3,131192,,2012-09-18,91.0,,97.0,28.0,9.0,2012.0,zombiemassacre,"De
Marco Ristori,
Luca Boni"
The Girl from the Naked Eye,,2.0,198859,,2013-01-09,84.0,,61.0,13.0,1.0,2013.0,thegirlfromthenakedeye,"De
David Ren"
Kiss of the Damned,,2.5,195033,,2014-02-26,95.0,,65.0,14.0,2.0,2014.0,kissofthedamned,"De
Xan Cassavetes"
Gimme the Loot,3.6,2.9,203507,11987.0,2013-01-02,81.0,16.0,216.0,26.0,1.0,2013.0,gimmetheloot,"De
Adam Leon"
Wyatt Earp's Revenge,,2.0,191905,,2012-05-09,93.0,,35.0,5.0,5.0,2012.0,wyattearpsrevenge,"De
Michael Feifer"
Leave It On The Floor,2.9,3.0,196730,1763.0,2013-08-07,105.0,10.0,30.0,7.0,8.0,2013.0,leaveitonthefloor,"De
Sheldon Larry"
Snow White: A Deadly Summer,,1.2,202758,,2012-10-16,85.0,,59.0,28.0,10.0,2012.0,snowwhiteadeadlysummer,"De
David DeCoteau"
Gallowwalkers,,1.3,125047,,2014-08-22,96.0,,152.0,34.0,8.0,2014.0,gallowwalkers,"De
Andrew Goth"
Osombie,,1.5,203109,,2014-02-19,94.0,,65.0,21.0,2.0,2014.0,osombie,"De
John Lyde"
Nitro Circus: The Movie,,3.6,209965,2166159.0,2013-02-28,88.0,,47.0,5.0,2.0,2013.0,nitrocircusthemovie,"Par
Travis Pastrana"
Any Day Now,3.2,4.0,214822,2281.0,2015-01-07,98.0,9.0,90.0,16.0,1.0,2015.0,anydaynow,"De
Travis Fine"
Small Apartments,,2.9,189908,,2015-01-01,92.0,,100.0,18.0,1.0,2015.0,smallapartments,"De
Jonas Åkerlund"
The Apparition,,1.8,174988,2841488.0,2013-08-23,82.0,,107.0,21.0,8.0,2013.0,theapparition,"De
Todd Lincoln"
Somebody Up There Likes Me,3.0,3.0,209976,1963.0,2013-01-23,76.0,12.0,39.0,7.0,1.0,2013.0,somebodyuptherelikesme,"De
Bob Byington"
Cottage Country,,2.2,197896,,2015-02-01,91.0,,95.0,21.0,2.0,2015.0,cottagecountry,"De
Peter Wellington"
Daylight Fades,,1.7,203411,,2012-02-14,79.0,,46.0,14.0,2.0,2012.0,daylightfades,"De
Brad Ellis"
Alien Tornado,,1.4,211599,,2012-09-05,90.0,,51.0,14.0,9.0,2012.0,alientornado,"De
Jeff Burr"
Population: 2,,1.2,223567,,2013-09-17,83.0,,52.0,16.0,9.0,2013.0,population2,"De
Gil Luna"
The Babymakers,,2.4,194846,,2013-04-24,96.0,,62.0,6.0,4.0,2013.0,thebabymakers,"De
Jay Chandrasekhar"
Kill for me,,2.6,216934,,2019-08-16,95.0,,49.0,8.0,8.0,2019.0,killforme,"De
Michael Greenspan"
The Outback,,2.9,195522,,2020-08-27,95.0,,3.0,9.0,8.0,2020.0,theoutback,"De
Kyungho Lee"
Drew Peterson: Untouchable (TV),,2.7,213967,,2021-11-05,100.0,,46.0,8.0,11.0,2021.0,drewpetersonuntouchabletv,"De
Mikael Salomon"
An Oversimplification of Her Beauty,1.3,2.2,213307,1200.0,2013-08-14,84.0,3.0,20.0,7.0,8.0,2013.0,anoversimplificationofherbeauty,"De
Terence Nance"
Dead Season,,1.8,207845,,2012-06-05,85.0,,121.0,31.0,6.0,2012.0,deadseason,"De
Adam Deyoe"
Android Insurrection,,1.1,204622,,2012-08-21,94.0,,49.0,25.0,8.0,2012.0,androidinsurrection,"De
Andrew Bellware"
Rise of the Fellowship,,2.2,223593,,2014-06-17,98.0,,27.0,5.0,6.0,2014.0,riseofthefellowship,"De
Ron Newcomb"
Superman vs. The Elite,,3.7,208403,,2016-03-21,76.0,,89.0,12.0,3.0,2016.0,supermanvstheelite,"De
Michael Chang (II)"
Playing For Keeps,,2.6,190733,12410463.0,2014-01-24,105.0,,280.0,24.0,1.0,2014.0,playingforkeeps,"De
Gabriele Muccino"
Chained,,3.9,203949,,,94.0,,143.0,30.0,,,chained,"De
Jennifer Lynch"
Excision,,3.0,207427,,,81.0,,174.0,25.0,,,excision,"De
Richard Bates Jr."
Would You Rather,,2.9,205693,,,93.0,,146.0,16.0,,,wouldyourather,"De
David Guy Levy"
Hick,,3.5,182408,,,99.0,,124.0,9.0,,,hick,"De
Derick Martini"
Mac & Devin Go to High School,,2.6,192038,,,,,143.0,6.0,,,macdevingotohighschool,"De
Dylan C. Brown"
The Forger,,2.7,203525,,,98.0,,86.0,7.0,,,theforger,"De
Lawrence Roeck"
Resolution,,3.1,197161,,,89.0,,44.0,11.0,,,resolution,"De
Justin Benson,
Aaron Moorhead"
Starlet,,3.5,204031,,,103.0,,55.0,7.0,,,starlet,"De
Sean Baker"
Marfa Girl,4.0,3.3,214067,,,105.0,1.0,42.0,5.0,,,marfagirl,"De
Larry Clark"
About Cherry,,2.1,194156,,,97.0,,142.0,16.0,,,aboutcherry,"De
Stephen Elliott (II)"
One in the Chamber,,2.3,206618,,,90.0,,79.0,16.0,,,oneinthechamber,"De
William Kaufman"
Found,,3.6,224435,,,103.0,,36.0,13.0,,,found,"De
Scott Schirmer"
Safety Not Guaranteed,,3.5,200347,1074533.0,,85.0,,242.0,30.0,,,safetynotguaranteed,"De
Colin Trevorrow"
Bad Kids go to Hell,,1.7,209892,,,91.0,,90.0,18.0,,,badkidsgotohell,"Par
Barry Wernick"
Black November,,2.9,227796,,,95.0,,24.0,5.0,,,blacknovember,"De
Jeta Amata"
Smiley,,2.0,213518,,,99.0,,37.0,6.0,,,smiley,"De
Michael J. Gallagher"
Goats,,3.0,187279,,,94.0,,17.0,5.0,,,goats,"De
Christopher Neil"
What Maisie Knew,,3.6,193740,543000.0,,99.0,,65.0,7.0,,,whatmaisieknew,"De
Scott McGehee,
David Siegel"
The Lifeguard,,3.5,210256,,,98.0,,62.0,7.0,,,thelifeguard,"De
Liz W. Garcia"
A Mother's Nightmare (TV),,3.5,219509,,,90.0,,94.0,16.0,,,amothersnightmaretv,"De
Vic Sarin"
The Girl (TV),,3.3,200617,,,91.0,,46.0,5.0,,,thegirltv,"De
Julian Jarrold"
Lake Placid: The Final Chapter,,1.4,215714,,,86.0,,80.0,15.0,,,lakeplacidthefinalchapter,"De
Don Michael Paul"
Rogue River,,1.7,207067,,,95.0,,92.0,31.0,,,rogueriver,"De
Jourdan Mc Clure"
Not Fade Away,,2.6,189809,,,113.0,,44.0,5.0,,,notfadeaway,"De
David Chase"
Girl in Progress,,2.8,189596,2138000.0,,93.0,,131.0,12.0,,,girlinprogress,"De
Patricia Riggen"
I Will Follow You Into The Dark,,1.8,207252,,,112.0,,38.0,5.0,,,iwillfollowyouintothedark,"De
Mark Edwin Robinson"
Blue-Eyed Butcher (TV),,2.7,214083,,,100.0,,44.0,9.0,,,blueeyedbutchertv,"De
Stephen T. Kay"
Arachnoquake,,1.4,214177,,,86.0,,59.0,17.0,,,arachnoquake,"De
Griff Furst"
The Thompsons,,1.9,211914,,,82.0,,90.0,19.0,,,thethompsons,"De
Mitchell Altieri,
Phil Flores"
Evidence,,2.5,50734,,,78.0,,42.0,12.0,,,evidence,"De
Howie Askins"
Java Heat,,2.0,198266,,,108.0,,64.0,12.0,,,javaheat,"De
Conor Allyn"
Crave,,2.2,174539,,,113.0,,51.0,9.0,,,crave,"De
Charles de Lauzirika"
Foodfight !,,1.0,101015,,,87.0,,46.0,13.0,,,foodfight,"De
Lawrence Kasanoff"
Black Rock,,1.8,193742,,,83.0,,81.0,18.0,,,blackrock,"De
Katie Aselton"
The Boogeyman,,2.1,217172,,,90.0,,28.0,10.0,,,theboogeyman,"De
Jeffery Scott Lando"
Static,,3.1,192317,,,83.0,,30.0,7.0,,,static,"De
Todd Levin"
Black Forest,,2.3,219013,,,90.0,,35.0,8.0,,,blackforest,"De
Patrick Dinhut"
